company,department,title,name,theme,article_title,publish_date,article_url,keyword
株式会社テレビ東京,総合編成局 アナウンス部,,矢内 雄一郎,クエストカップ2023協賛企業ナビゲーター,【日本最大級】探究学習の祭典「クエストカップ2023 全国大会」、12月1日からエントリー開始！,2022-12-01,https://prtimes.jp/main/html/rd/p/000000067.000026081.html,マネジャー
デロイトトーマツグループ合同会社,,Board of Directorsメンバー,永山 晴子,Steering Committee Vice Chairメンバー,30% Club Japan 『第14回 TOPIX 社長会』を開催,2026-06-08,https://prtimes.jp/main/html/rd/p/000000002.000156183.html,部長
デロイトトーマツグループ合同会社,,マネージングディレクター,根本　大介,セミナー講師として登壇,【JPIセミナー】「病院建築・設計企画時のオーナーとしての注意点」11月26日(火)開催,2024-10-29,https://prtimes.jp/main/html/rd/p/000001127.000042328.html,マネジャー
デロイトトーマツグループ合同会社,,シニアマネジャー,山本 優樹,Generative AI Test プロジェクトメンバー,2024.6.8 開催「JDLA Generative AI Test 2024 #1」の申込受付を開始,2024-04-01,https://prtimes.jp/main/html/rd/p/000000181.000028865.html,マネジャー
デロイトトーマツグループ合同会社,,シニアマネジャー,山本優樹,Generative AI Testプロジェクトメンバー,2023.12.2 開催「JDLA Generative AI Test 2023 #2」の申込受付を開始,2023-10-16,https://prtimes.jp/main/html/rd/p/000000163.000028865.html,マネジャー
デロイトトーマツグループ合同会社,パブリックセクター / 復興支援室,マネジャー,百瀬旬,パーパスに関するトークセッション登壇者,【過去最大、37社が出展】国内最大級のダイバーシティに関するキャリアフォーラム『DIVERSITY CAREER FORUM 2022』大好評につき、イベント動画を無料公開。,2022-11-10,https://prtimes.jp/main/html/rd/p/000000032.000047512.html,マネジャー
デロイトトーマツグループ合同会社,,マネジャー,瑠珂,第2セッションパネリスト,LGBTQと職場を考えるカンファレンス「work with Pride」の10周年特別企画「これまでの10年、これからの10年」、8月26日（木）19時からオンライン開催！,2021-08-23,https://prtimes.jp/main/html/rd/p/000000070.000019571.html,マネジャー
デロイトトーマツグループ合同会社,,パートナー,三好巧,セミナー登壇者,デロイト トーマツとコンカー、ファイナンス領域DX推進で協業を開始,2021-06-07,https://prtimes.jp/main/html/rd/p/000000401.000000202.html,マネジャー
デロイトトーマツグループ合同会社,,シニアマネジャー,富田吉隆,セミナー登壇者,デロイト トーマツとコンカー、ファイナンス領域DX推進で協業を開始,2021-06-07,https://prtimes.jp/main/html/rd/p/000000401.000000202.html,マネジャー
デロイトトーマツグループ合同会社,,パートナー,三好 巧,セミナー登壇者,コンカーとデロイト トーマツ、ファイナンス領域のDX推進で協業を開始,2021-06-07,https://prtimes.jp/main/html/rd/p/000000064.000048283.html,マネジャー
デロイトトーマツグループ合同会社,リスクアドバイザリー事業本部,シニアマネジャー,飯塚 香,オンラインセミナーゲスト（海外アートマーケットレポート講演）,アートと経済の時間〜「美術手帳​×テレビ東京ビジネスオンデマンド」オンラインセミナー～限定ショップが「STORES」でオープン！,2020-07-04,https://prtimes.jp/main/html/rd/p/000000177.000023357.html,マネジャー
デロイトトーマツグループ合同会社,リスクアドバイザリー事業本部,シニアマネジャー,飯塚香,経済編のゲスト講演者,「美術手帖」とテレビ東京ビジネスオンデマンドが協働。“アート×経済”オンラインセミナーを開催！,2020-06-19,https://prtimes.jp/main/html/rd/p/000000151.000010983.html,マネジャー
デロイト トーマツ コンサルティング合同会社,Supply Chain & Network Operations(SC&NO) ユニット,シニアマネジャー,金子 哲,ウェビナー講演者として登壇,オペレーション標準化とデータ精度向上をテーマに、デロイトトーマツとの共催ウェビナーを開催,2023-07-18,https://prtimes.jp/main/html/rd/p/000000018.000047091.html,マネジャー
デロイトトーマツグループ合同会社,,マネージングディレクター,吉田圭造,メタバースを活用した支援についての登壇者,不登校支援に関わる全国の担い手が集まり、最新事例を学び合う「不登校支援フォーラム2025」を7月23日開催,2025-06-30,https://prtimes.jp/main/html/rd/p/000000122.000060187.html,課長
デロイトトーマツグループ合同会社,,"Diversity, Equity & Inclusion Manager",髙畑 有未,カンファレンス登壇者,日本のD＆Iを牽引する「D&I リーダーズ」が集う、1日限りの祭典を9/1に開催,2022-07-20,https://prtimes.jp/main/html/rd/p/000000038.000017747.html,マネジャー
デロイト トーマツ コンサルティング合同会社,,量子技術統括,寺部 雅能,Session 3 登壇者,CHUGAI INNOVATION DAY 2024開催レポート （DAY1）,2024-12-20,https://prtimes.jp/main/html/rd/p/000000004.000089750.html,マネジャー
デロイトトーマツベンチャーサポート株式会社,Asia Region,Head,大平貴久,JSIP共創型プラットフォームのサポートメンバー,東南アジア地域でのイノベーション・新規事業に特化した共創型プラットフォーム「JSIP」 設⽴のお知らせ,2021-10-01,https://prtimes.jp/main/html/rd/p/000000002.000086269.html,マネジャー
有限会社デンソー,先進プロセス研究部,担当次長,寺亮之介,パネルディスカッションのパネリスト,自動車・宇宙から建設・医療まで　ものづくりを変革する3Dプリンター最前線がここに。,2026-01-20,https://prtimes.jp/main/html/rd/p/000000006.000091805.html,部長
トーレス株式会社,,エリア・マネージャー,ジル・セラ,ワインイベントのスピーカーとしてトーレスの魅力と哲学を解説,【シェラトン都ホテル東京】世界で最も称賛されるワインブランド「トーレス」とペアリングを楽しむディナーイベントを開催,2026-04-06,https://prtimes.jp/main/html/rd/p/000002173.000023303.html,マネージャー
トグルホールディングス株式会社,,,早川 和希,出版記念イベントパネルディスカッション登壇者,アカリク代表 山田諒が博士人材の採用・活用に関する実践知をまとめた書籍を刊行,2026-04-30,https://prtimes.jp/main/html/rd/p/000000278.000017667.html,部長
となみ衛星通信テレビ株式会社,業務部,部長,浅谷一寛,デジタル南砺の輪の活動報告者,【3月11日開催】アーバンデータチャレンジ2022 with 土木学会インフラデータチャレンジ 2022 最終オンライン公開審査会 with デジタル裾野／南砺研究会公開シンポジウム,2023-03-03,https://prtimes.jp/main/html/rd/p/000000021.000069280.html,課長
トヨタコネクティッド株式会社,先行企画部,エグゼクティブエキスパート,檀野 隆一,GenAI/SUM2025ワークショップの登壇者,GenAI/SUM2025（10/6～8）、CEATEC2025（10/14～17）に新ツール「AI Ninja」と共に出展致します。,2025-10-01,https://prtimes.jp/main/html/rd/p/000000277.000021559.html,部長
トヨタテクニカルディベロップメント株式会社,IP事業本部,チーフテクノロジーリーダー,加藤 広章,GenAI/SUM2025ワークショップの登壇者,GenAI/SUM2025（10/6～8）、CEATEC2025（10/14～17）に新ツール「AI Ninja」と共に出展致します。,2025-10-01,https://prtimes.jp/main/html/rd/p/000000277.000021559.html,部長
トヨタテクニカルディベロップメント株式会社,知財ソリューション事業部,部長,石山 頼史,GenAI/SUM2025シンポジウムの登壇者,GenAI/SUM2025（10/6～8）、CEATEC2025（10/14～17）に新ツール「AI Ninja」と共に出展致します。,2025-10-01,https://prtimes.jp/main/html/rd/p/000000277.000021559.html,部長
トヨタファイナンシャルサービス株式会社,モビリティーサービス室,室長,間島 宏,ReVisionモビリティサミット2026の登壇者,【3月4・5日オンライン無料配信】ReVisionモビリティサミット＆商用車・物流サミット2026｜国交省、いすゞ自、トヨタFS、セイノーHD他から専門家が登壇,2026-02-03,https://prtimes.jp/main/html/rd/p/000000082.000028236.html,部長
トヨタファイナンシャルサービス株式会社,デジタルソリューション部モビリティーサービスグループ,主査,沖野和雄,ReVisionモビリティサミット2024の講演者,国交省、ホンダ、塩尻市、トヨタファイナンシャルサービス、東急バス 他から講演多数 『ReVisionモビリティサミット2024』 2月28日開催,2024-02-07,https://prtimes.jp/main/html/rd/p/000000055.000028236.html,課長
トヨタ自動車,グローバル調達企画部,部長,伊原 保守,トヨタ自動車での要職経歴,元トヨタ自動車 取締役副社長・元アイシン精機 代表取締役社長 伊原保守氏が株式会社Kivaの顧問に就任,2026-07-14,https://prtimes.jp/main/html/rd/p/000000173.000085052.html,部長
トヨタ自動車,人事部,部長,福田 恭作,AI時代におけるトヨタの組織風土と人づくりについての登壇者,"HR領域の""最高峰""が一堂に会する 「ミキワメAI プレミアムサミット in Nagoya, 2026」の開催決定！",2026-05-28,https://prtimes.jp/main/html/rd/p/000000332.000008701.html,部長
トヨタ自動車,,,西村 仁志,人的資本価値向上・人事DX等を推進する人事施策担当者,"HR領域の""最高峰""が一堂に会する 「ミキワメAI プレミアムサミット in Nagoya, 2026」の開催決定！",2026-05-28,https://prtimes.jp/main/html/rd/p/000000332.000008701.html,部長
